student_id,gender,age,attendance_rate,study_hours_per_day,past_failures,tuition_fee_status,internet_access,course_stream,grade_avg,articleship_completed,audit_hours_logged,ipcc_group_cleared,dropout_status
STU_255561,Female,19,82.74247774678594,6,0,Unpaid,Yes,Finance,66.6,No,0,Both,0
STU_573884,Male,17,88.9630909253208,5,0,Scholarship,Yes,Finance,75.7,Yes,348,None,0
STU_277136,Female,17,88.26389106060547,3,1,Paid,Yes,CA,62.3,No,0,Group 1,0
STU_500851,Female,19,84.55159635964664,6,1,Unpaid,No,CA,67.2,Yes,114,Both,0
STU_849997,Male,22,70.21672988454978,5,0,Paid,Yes,B.Com,68.0,No,0,None,0
STU_175380,Female,24,80.00736112941898,1,0,Paid,Yes,B.Com,48.1,No,0,Both,0
STU_963396,Male,18,65.5992577602469,5,0,Unpaid,No,B.Com,32.9,Yes,250,None,0
STU_600168,Female,17,74.23333232175993,6,0,Unpaid,Yes,BBA,67.6,No,0,None,0
STU_991316,Female,20,100.0,9,0,Scholarship,Yes,BBA,71.3,Yes,392,None,0
STU_373907,Male,18,80.3437456180055,5,0,Paid,Yes,CA,69.3,No,0,None,0
STU_990078,Male,18,68.39085869559202,4,0,Unpaid,No,BBA,39.7,Yes,294,Group 1,1
STU_988514,Male,17,79.12179700548052,4,0,Unpaid,Yes,BBA,64.8,Yes,377,Group 1,0
STU_534697,Male,24,100.0,6,0,Paid,No,CA,86.2,Yes,333,None,0
STU_568918,Male,17,63.55645345664939,4,0,Paid,Yes,Finance,61.6,Yes,379,Group 1,0
STU_239383,Male,21,94.65429024284518,7,0,Paid,Yes,B.Com,59.7,Yes,185,None,0
STU_410841,Female,21,53.02351662882572,2,0,Paid,Yes,B.Com,94.5,Yes,190,Group 1,0
STU_838862,Male,24,68.6403258335914,1,0,Paid,No,CA,44.9,No,0,Group 1,1
STU_261691,Male,19,50.51048593898999,2,0,Paid,Yes,B.Com,76.1,Yes,328,Group 1,1
STU_901980,Female,24,82.46942434508136,5,0,Scholarship,Yes,B.Com,50.6,Yes,210,Group 1,0
STU_506702,Male,17,68.41112950876267,3,2,Unpaid,Yes,B.Com,42.0,Yes,301,Group 1,1
STU_166900,Male,21,65.30652859744377,7,1,Unpaid,Yes,BBA,81.0,Yes,234,Both,0
STU_449453,Male,21,99.13084010700646,6,0,Unpaid,Yes,B.Com,50.5,No,0,None,0
STU_135360,Female,18,65.80281946265619,9,0,Paid,Yes,Finance,78.3,Yes,263,Group 1,0
STU_167372,Female,24,66.90802954370977,7,0,Paid,Yes,CA,75.6,No,0,Both,0
STU_774593,Male,20,86.02428218023722,6,1,Unpaid,No,CA,47.3,Yes,172,None,0
STU_267072,Male,23,74.68581609677209,3,0,Unpaid,Yes,CA,57.7,Yes,218,None,0
STU_628286,Female,24,100.0,9,0,Scholarship,Yes,CA,58.4,Yes,385,None,0
STU_651475,Female,23,100.0,9,2,Unpaid,Yes,B.Com,65.6,Yes,351,Both,0
STU_873160,Female,18,52.33220653194154,1,2,Unpaid,Yes,BBA,73.3,No,0,None,1
STU_877831,Male,21,69.18432819299933,3,0,Unpaid,Yes,Finance,67.4,No,0,Both,0
STU_707568,Female,17,72.33910192401865,9,1,Paid,Yes,B.Com,79.7,Yes,336,Both,0
STU_124915,Male,21,64.79666864200199,5,0,Paid,Yes,BBA,61.8,Yes,250,Group 1,1
STU_146477,Female,21,70.27055870335658,7,0,Paid,Yes,Finance,48.5,Yes,178,None,0
STU_392231,Male,24,75.82043936357492,9,0,Paid,Yes,B.Com,98.6,No,0,None,0
STU_698742,Male,23,82.53341613180805,7,0,Paid,No,BBA,48.0,No,0,Both,0
STU_649795,Male,23,88.71745047477708,4,0,Scholarship,Yes,Finance,67.0,No,0,Both,0
STU_373172,Female,17,51.593305142757615,7,1,Paid,Yes,CA,66.6,Yes,105,Group 1,1
STU_363368,Male,19,71.95897292190529,4,0,Unpaid,Yes,CA,40.6,No,0,Both,1
STU_506475,Male,21,67.01487955483064,4,0,Paid,Yes,B.Com,81.3,Yes,170,None,0
STU_682854,Female,19,88.73710828408647,9,0,Paid,Yes,CA,58.0,Yes,191,None,0
STU_905450,Female,18,76.95819204683202,7,0,Unpaid,No,Finance,57.9,No,0,None,0
STU_375482,Female,19,79.08718524463572,9,0,Unpaid,Yes,Finance,65.5,No,0,None,0
STU_873285,Female,19,78.19124838301677,1,0,Paid,Yes,Finance,100.0,Yes,324,Group 1,0
STU_755975,Female,24,70.39142300966935,5,1,Unpaid,Yes,BBA,63.3,No,0,Group 1,0
STU_548421,Male,18,62.48236261176683,3,1,Paid,Yes,BBA,67.1,Yes,483,None,1
STU_671920,Female,22,49.75284608990661,4,0,Paid,Yes,BBA,63.3,Yes,276,Group 1,1
STU_786819,Female,20,89.19328879432474,2,0,Paid,Yes,B.Com,76.2,Yes,313,None,0
STU_644889,Male,19,83.73571956914083,3,0,Paid,Yes,BBA,63.5,No,0,None,0
STU_202721,Male,20,79.18025499124738,5,0,Paid,Yes,CA,64.1,Yes,185,None,0
STU_580292,Male,23,57.04444448032424,2,0,Paid,Yes,BBA,73.2,No,0,Group 1,1
STU_512256,Female,19,80.55441884916829,1,0,Paid,Yes,Finance,60.7,No,0,Both,0
STU_413646,Female,24,69.1132579164276,1,0,Paid,Yes,CA,65.4,No,0,Group 1,0
STU_226632,Male,21,79.22202343265373,1,0,Paid,Yes,Finance,71.9,No,0,Group 1,0
STU_652016,Female,24,78.33536211975265,6,0,Unpaid,Yes,Finance,73.3,No,0,Both,0
STU_745197,Female,21,86.29798391033826,4,1,Paid,Yes,BBA,43.5,Yes,132,Both,1
STU_124881,Male,22,73.35086526736164,6,1,Unpaid,No,BBA,64.5,No,0,Group 1,1
STU_652102,Female,23,50.55767062081679,1,1,Unpaid,Yes,B.Com,65.8,No,0,Group 1,1
STU_484101,Male,19,78.64287592956003,1,0,Unpaid,No,BBA,58.1,No,0,Group 1,0
STU_903235,Female,21,85.95191970152976,9,1,Paid,Yes,CA,100.0,Yes,481,Group 1,0
STU_921913,Female,17,58.55240633776373,5,1,Unpaid,Yes,B.Com,75.9,Yes,159,None,1
STU_844443,Female,24,97.03010649395942,9,0,Paid,Yes,B.Com,66.9,Yes,369,Both,0
STU_888101,Male,21,58.27671595740006,6,0,Paid,Yes,Finance,55.5,Yes,478,Group 1,1
STU_722898,Male,19,78.48983258299687,4,0,Paid,Yes,Finance,83.6,Yes,416,None,0
STU_981292,Female,21,77.68022640317706,4,0,Unpaid,Yes,BBA,89.9,Yes,318,None,0
STU_473549,Female,21,98.83941083520904,3,0,Paid,Yes,BBA,78.6,Yes,373,None,0
STU_689173,Male,19,90.1044974663866,1,0,Paid,Yes,BBA,71.7,No,0,None,0
STU_389764,Female,17,65.71972068165545,7,2,Paid,Yes,CA,66.4,No,0,Group 1,0
STU_559930,Female,18,78.59800132740153,9,0,Unpaid,Yes,CA,70.3,No,0,Group 1,0
STU_236335,Male,19,92.27177400684998,8,0,Paid,Yes,BBA,47.3,Yes,134,None,0
STU_403216,Female,20,96.91875132714799,5,0,Unpaid,Yes,B.Com,61.4,No,0,None,0
STU_287962,Female,23,68.75356722431583,8,0,Paid,Yes,Finance,79.3,No,0,None,0
STU_246082,Male,22,96.33479329920992,3,0,Paid,Yes,BBA,48.2,Yes,318,None,0
STU_337592,Female,22,79.36774650367909,4,0,Unpaid,Yes,CA,53.6,No,0,Both,0
STU_302729,Female,18,77.68578888988422,6,0,Scholarship,Yes,B.Com,66.2,Yes,220,None,0
STU_970337,Male,24,81.16534114431121,7,1,Unpaid,Yes,B.Com,45.5,No,0,Group 1,0
STU_628097,Male,24,84.27299375989959,5,0,Unpaid,Yes,BBA,65.7,No,0,Both,0
STU_238571,Female,21,87.81620143903264,4,1,Unpaid,Yes,B.Com,63.6,Yes,131,Both,0
STU_970449,Female,19,100.0,4,0,Paid,Yes,CA,100.0,Yes,359,Group 1,0
STU_425692,Male,18,66.94972322392493,7,0,Paid,Yes,BBA,52.1,Yes,390,Group 1,0
STU_608227,Female,22,89.64300092063064,7,0,Paid,No,Finance,88.0,Yes,113,Both,0
STU_243546,Female,22,70.03646373210749,7,1,Unpaid,Yes,CA,47.4,Yes,139,Both,0
STU_389846,Male,24,82.68178026425275,8,0,Unpaid,No,Finance,69.5,Yes,442,Both,0
STU_995199,Female,21,62.675568628902305,1,0,Paid,Yes,Finance,61.6,No,0,Both,1
STU_857396,Female,22,73.77800674258097,9,1,Paid,No,B.Com,52.2,Yes,128,Group 1,0
STU_663636,Female,24,100.0,7,1,Unpaid,Yes,CA,69.1,No,0,Group 1,1
STU_356149,Female,21,78.18632234924962,1,0,Paid,Yes,BBA,55.9,No,0,Both,0
STU_127017,Female,20,91.07836097781275,7,0,Paid,Yes,BBA,55.3,Yes,476,Group 1,0
STU_864578,Male,21,56.14257381003008,2,0,Paid,Yes,B.Com,67.9,No,0,Both,0
STU_680637,Female,22,70.01478069607712,9,0,Paid,Yes,BBA,65.0,Yes,170,Group 1,0
STU_852550,Female,21,62.18385091422268,4,0,Paid,Yes,CA,63.9,No,0,Group 1,1
STU_428789,Male,24,54.09487162500464,9,1,Unpaid,No,BBA,74.2,No,0,Group 1,1
STU_958039,Male,24,86.0142545229952,6,0,Paid,Yes,Finance,53.9,Yes,449,Both,0
STU_844599,Female,19,75.52190919094524,3,0,Paid,No,B.Com,65.6,No,0,None,0
STU_320880,Male,18,63.50113930462367,7,1,Paid,Yes,BBA,89.6,Yes,251,Group 1,1
STU_555059,Female,19,81.46637869117131,8,0,Paid,Yes,B.Com,84.3,No,0,Group 1,0
STU_271594,Female,18,100.0,7,0,Paid,Yes,B.Com,59.2,No,0,Both,0
STU_804450,Male,23,93.98971688014711,4,2,Paid,No,B.Com,85.8,No,0,None,0
STU_773528,Male,24,38.9705351681247,1,0,Unpaid,No,CA,71.2,Yes,160,Group 1,0
STU_260338,Female,22,85.0046596962081,2,0,Paid,Yes,B.Com,60.2,No,0,Both,0
STU_896608,Male,24,83.08230358782063,1,0,Paid,No,B.Com,33.3,No,0,None,1
STU_765009,Female,18,79.06310010211719,3,0,Paid,Yes,CA,58.2,No,0,Group 1,0
STU_644540,Male,18,89.67708378596058,4,0,Paid,Yes,CA,66.1,Yes,369,Group 1,0
STU_467474,Female,23,61.11928129265232,6,0,Unpaid,Yes,Finance,45.7,No,0,None,1
STU_353486,Male,24,81.9208706197623,8,1,Unpaid,Yes,BBA,67.3,Yes,111,Group 1,0
STU_268407,Male,24,100.0,6,0,Paid,Yes,CA,77.7,Yes,179,Both,0
STU_359477,Male,18,85.45833853704097,6,0,Paid,Yes,CA,61.4,No,0,None,0
STU_889795,Female,24,95.40757597363577,9,0,Paid,Yes,BBA,61.8,Yes,228,None,0
STU_904600,Female,18,71.88153815654469,8,2,Paid,Yes,Finance,79.3,Yes,231,Both,0
STU_186673,Male,24,87.94342848762693,9,0,Paid,No,CA,73.1,No,0,None,0
STU_372208,Female,19,86.75979345378988,9,1,Paid,Yes,CA,79.0,No,0,Group 1,0
STU_535008,Male,17,67.60693311383757,6,1,Paid,Yes,CA,66.3,No,0,Both,0
STU_513903,Female,21,63.28162952207672,7,0,Unpaid,Yes,Finance,76.9,Yes,130,Group 1,1
STU_903868,Female,19,79.88461551097198,9,0,Paid,No,CA,60.7,Yes,386,Group 1,0
STU_498421,Male,19,62.939860644819476,2,1,Paid,No,BBA,75.2,No,0,None,1
STU_786100,Female,24,59.381173057540124,4,0,Unpaid,Yes,B.Com,75.3,Yes,440,None,1
STU_392343,Male,21,67.33229905480131,8,1,Paid,Yes,BBA,49.9,No,0,Group 1,0
STU_179378,Female,17,92.89176404039449,8,0,Paid,Yes,CA,68.8,Yes,247,Group 1,0
STU_208205,Male,22,98.62165708380061,4,0,Paid,Yes,B.Com,68.7,Yes,326,Both,0
STU_296170,Female,17,67.98133862828503,1,0,Unpaid,Yes,CA,57.8,No,0,Both,0
STU_573430,Male,18,46.81600223390361,2,1,Scholarship,Yes,B.Com,60.3,No,0,Both,1
STU_238995,Female,22,92.40069648967318,7,0,Unpaid,Yes,B.Com,55.8,No,0,Both,0
STU_658755,Male,19,84.10567940521179,2,2,Scholarship,No,CA,73.3,Yes,238,Both,0
STU_146547,Male,18,89.64397797984712,3,1,Paid,Yes,CA,38.9,No,0,Both,1
STU_139783,Female,18,57.61479342613311,1,0,Paid,Yes,BBA,84.2,No,0,Group 1,1
STU_918048,Female,20,60.70664661265375,2,1,Unpaid,Yes,Finance,75.1,No,0,Group 1,1
STU_200978,Female,24,67.50218707812377,6,1,Scholarship,Yes,B.Com,73.9,Yes,176,Group 1,0
STU_928593,Female,19,76.93699894135156,9,1,Paid,Yes,BBA,53.0,Yes,405,Both,0
STU_532921,Female,21,72.13365991002836,3,0,Paid,Yes,Finance,72.6,No,0,None,0
STU_838386,Female,21,76.71027145594101,7,0,Paid,No,BBA,53.6,No,0,None,0
STU_164765,Female,21,100.0,5,0,Paid,No,B.Com,63.9,Yes,305,None,0
STU_447698,Female,23,59.61385729550001,8,0,Unpaid,Yes,B.Com,72.4,Yes,362,Group 1,1
STU_269268,Male,18,86.51576008155514,3,0,Paid,Yes,B.Com,61.9,Yes,255,None,0
STU_622320,Female,18,78.12105936728881,1,1,Paid,Yes,CA,56.9,No,0,None,0
STU_931251,Male,19,91.47580388592229,2,0,Scholarship,Yes,CA,72.0,Yes,148,Group 1,0
STU_270726,Female,21,65.13651914164207,9,1,Unpaid,Yes,B.Com,54.0,No,0,Both,1
STU_635737,Female,18,79.45938815614252,7,0,Unpaid,Yes,BBA,72.8,Yes,154,None,0
STU_746287,Male,22,67.53207461311422,8,1,Paid,No,BBA,49.2,Yes,326,Both,1
STU_911534,Female,18,85.55483899675389,6,0,Paid,Yes,BBA,51.0,No,0,Both,0
STU_124171,Male,18,85.75555677781915,7,0,Unpaid,Yes,BBA,55.6,Yes,451,Group 1,0
STU_133201,Female,21,56.08767219271781,1,0,Unpaid,No,CA,64.4,Yes,379,Group 1,1
STU_259167,Female,24,59.054254772426304,2,1,Scholarship,Yes,CA,58.1,No,0,Both,1
STU_306125,Female,18,93.06328917163509,7,0,Paid,No,BBA,55.9,No,0,None,0
STU_426121,Male,23,64.23511761376243,7,0,Paid,Yes,B.Com,62.4,No,0,Group 1,1
STU_504114,Male,22,100.0,9,1,Paid,Yes,B.Com,57.1,No,0,None,0
STU_573990,Female,22,69.27521964527841,9,0,Unpaid,Yes,BBA,68.4,Yes,437,None,0
STU_351885,Male,24,80.97456286384563,1,0,Paid,Yes,BBA,59.2,No,0,None,0
STU_981146,Female,17,79.59729179509513,3,2,Paid,Yes,B.Com,61.5,No,0,None,0
STU_570960,Male,20,59.96218414572006,5,0,Unpaid,No,BBA,63.1,Yes,227,Both,1
STU_623147,Female,20,59.24897412465692,3,0,Unpaid,Yes,CA,78.5,Yes,321,None,1
STU_547008,Male,17,53.33731676484781,8,3,Paid,Yes,BBA,54.8,Yes,135,Both,1
STU_848535,Female,21,100.0,3,0,Paid,Yes,BBA,77.4,Yes,195,Group 1,0
STU_984541,Female,22,76.72115760032699,8,0,Paid,Yes,CA,68.0,Yes,401,None,0
STU_785824,Female,22,65.330554866108,1,0,Paid,Yes,B.Com,51.8,Yes,351,Group 1,0
STU_850334,Male,24,72.89888829913484,6,0,Unpaid,No,BBA,66.5,No,0,Both,0
STU_747439,Female,18,78.68459718200555,9,0,Paid,Yes,CA,57.6,No,0,Group 1,0
STU_352772,Female,20,53.96718679179066,2,0,Unpaid,Yes,B.Com,53.2,Yes,381,Both,1
STU_996063,Male,23,84.08325669728953,6,0,Unpaid,Yes,BBA,87.4,Yes,148,None,0
STU_523408,Female,24,56.90888633118119,9,0,Unpaid,No,B.Com,71.9,No,0,Both,1
STU_665656,Female,19,99.74278942787191,2,0,Paid,Yes,Finance,65.3,No,0,None,0
STU_219093,Male,21,81.2024950003502,7,0,Paid,Yes,CA,64.7,Yes,495,None,0
STU_800076,Female,21,54.027807276057295,7,1,Scholarship,Yes,Finance,52.3,No,0,Group 1,1
STU_512242,Female,18,90.29150104098265,6,0,Paid,Yes,B.Com,66.2,No,0,Both,0
STU_244896,Female,22,67.17420375846451,3,0,Paid,Yes,B.Com,78.3,Yes,153,None,0
STU_666274,Male,20,76.85402326035322,9,2,Paid,Yes,CA,67.2,No,0,Both,0
STU_184843,Male,20,65.7934809896274,2,0,Paid,Yes,BBA,69.4,Yes,275,None,0
STU_197755,Male,19,89.34673352451391,9,0,Paid,Yes,BBA,37.7,No,0,Group 1,1
STU_838149,Female,24,82.66281339111575,4,0,Paid,Yes,Finance,57.3,Yes,398,None,0
STU_341038,Male,22,68.6260658178089,2,0,Paid,Yes,Finance,72.0,Yes,264,None,0
STU_414954,Female,22,78.14556855161554,6,0,Scholarship,Yes,B.Com,61.3,Yes,126,None,0
STU_305905,Female,23,97.29280268702311,7,0,Scholarship,Yes,Finance,74.4,Yes,297,Group 1,0
STU_886432,Female,23,89.69109439521907,2,0,Paid,Yes,Finance,78.0,No,0,None,0
STU_730855,Male,20,94.60036973853144,3,0,Unpaid,Yes,BBA,60.8,No,0,Group 1,0
STU_464175,Female,24,84.57114597536778,2,0,Paid,Yes,B.Com,60.4,Yes,202,Group 1,0
STU_772652,Male,21,72.74282748589319,3,1,Paid,Yes,CA,75.1,Yes,174,None,0
STU_382320,Female,24,75.45382542404336,9,1,Paid,Yes,Finance,67.3,Yes,312,Group 1,0
STU_427112,Female,19,76.90516724261444,8,0,Paid,Yes,BBA,79.9,No,0,None,0
STU_406955,Female,23,88.04432831218497,8,0,Unpaid,Yes,BBA,68.9,Yes,362,Both,0
STU_425475,Female,22,49.38599029039257,9,2,Paid,Yes,CA,64.2,No,0,Both,1
STU_719174,Female,19,60.561748641520765,1,0,Scholarship,Yes,CA,100.0,No,0,Group 1,1
STU_570429,Male,18,58.66587798809401,2,1,Unpaid,Yes,BBA,82.3,No,0,Both,1
STU_460791,Male,20,91.45722829438975,9,0,Paid,Yes,Finance,77.9,Yes,268,Group 1,0
STU_574587,Female,18,53.692136426305964,4,0,Unpaid,Yes,CA,54.7,Yes,199,Both,1
STU_269866,Male,22,75.24680526048552,9,0,Paid,Yes,BBA,80.5,No,0,Both,0
STU_872762,Male,18,57.45623625271543,2,0,Unpaid,Yes,Finance,87.3,Yes,271,Both,1
STU_449944,Female,23,75.32924867367093,6,1,Paid,Yes,B.Com,46.9,No,0,None,0
STU_187253,Male,17,92.02292641163942,2,0,Paid,Yes,BBA,49.6,Yes,488,None,0
STU_488721,Female,23,64.02739925150262,8,1,Unpaid,Yes,Finance,62.3,No,0,Group 1,1
STU_326328,Male,20,99.84460829084944,6,0,Paid,Yes,Finance,87.0,No,0,Group 1,0
STU_623853,Male,17,61.92328738709429,8,0,Paid,Yes,BBA,48.2,Yes,414,Both,1
STU_949224,Female,24,83.97122690736606,5,0,Unpaid,Yes,Finance,57.8,Yes,144,None,0
STU_376042,Female,22,71.64151648965831,8,0,Unpaid,Yes,CA,53.6,Yes,224,Both,0
STU_118532,Male,19,82.40657685644038,7,0,Paid,No,B.Com,70.5,No,0,Both,0
STU_248087,Male,19,78.30129358555018,7,0,Unpaid,No,CA,63.2,No,0,None,0
STU_434536,Female,20,69.72870021567803,5,0,Paid,Yes,CA,65.5,No,0,None,0
STU_601280,Male,22,51.21824378058145,4,0,Paid,Yes,BBA,42.1,Yes,272,None,1
STU_340129,Male,18,54.602208305480545,6,0,Unpaid,No,CA,80.2,No,0,Both,1
STU_617138,Male,17,93.3885670631702,1,0,Unpaid,Yes,BBA,80.2,No,0,Group 1,0
STU_560872,Female,21,75.30914165043686,9,1,Paid,Yes,CA,80.7,Yes,459,Group 1,0
STU_929713,Female,21,80.35514593461782,9,0,Scholarship,Yes,BBA,57.8,Yes,307,Both,0
STU_550174,Male,18,75.32885688080495,8,0,Unpaid,Yes,B.Com,57.9,No,0,None,0
STU_149388,Female,21,87.20279519178122,5,0,Unpaid,Yes,Finance,84.3,Yes,462,None,0
STU_880017,Male,19,80.3121141720225,2,1,Unpaid,Yes,CA,79.5,No,0,Group 1,0
STU_321198,Male,20,100.0,5,0,Unpaid,No,BBA,62.1,Yes,278,Group 1,0
STU_365146,Male,24,92.3822129707891,5,1,Paid,No,CA,70.2,Yes,150,Group 1,0
STU_154002,Female,23,75.47879494231513,4,0,Unpaid,No,B.Com,43.8,Yes,210,Group 1,1
STU_515575,Male,19,84.6939573389972,3,0,Paid,No,BBA,44.5,No,0,Both,1
STU_761736,Female,24,85.75322297968859,1,0,Paid,No,Finance,53.3,No,0,Both,0
STU_810963,Male,21,66.67943337780648,3,0,Unpaid,Yes,B.Com,77.5,Yes,286,Both,0
STU_828481,Female,21,65.11737271791144,5,2,Paid,Yes,CA,53.2,No,0,None,0
STU_572055,Female,24,69.4775029444354,8,0,Paid,Yes,CA,67.6,No,0,Group 1,0
STU_884028,Female,22,78.68302961041576,7,1,Unpaid,Yes,B.Com,75.7,Yes,341,Both,0
STU_288002,Female,23,66.70652868457525,2,1,Paid,Yes,B.Com,80.9,No,0,Both,0
STU_266419,Female,22,74.21299156051528,8,0,Paid,Yes,BBA,77.8,No,0,Group 1,0
STU_278414,Female,17,75.44894389998727,6,2,Unpaid,Yes,B.Com,29.7,Yes,160,Both,1
STU_230739,Male,17,74.45547982847484,6,0,Paid,Yes,BBA,65.4,No,0,Group 1,0
STU_897817,Male,18,89.97215207493463,8,0,Paid,Yes,BBA,70.1,Yes,439,Group 1,0
STU_981597,Female,22,83.89278943867538,7,0,Paid,Yes,BBA,60.2,Yes,252,Group 1,0
STU_728344,Female,19,65.65421381720722,2,0,Paid,Yes,BBA,73.0,No,0,Group 1,0
STU_360421,Female,19,58.883414408774755,4,0,Unpaid,No,CA,68.8,No,0,Group 1,1
STU_638375,Female,21,59.58783556647721,7,0,Paid,Yes,B.Com,62.5,No,0,Both,1
STU_792376,Male,18,72.4686691107113,6,0,Paid,Yes,BBA,48.8,Yes,299,Both,0
STU_399479,Male,18,71.04350150057545,5,0,Paid,Yes,BBA,90.5,No,0,Both,0
STU_944274,Male,20,47.55039830687609,2,0,Unpaid,Yes,Finance,68.4,No,0,Group 1,1
STU_234285,Male,24,44.754898776168446,3,1,Unpaid,Yes,Finance,53.7,No,0,None,1
STU_419624,Female,22,69.45557913198915,6,0,Paid,Yes,BBA,74.5,Yes,426,Both,0
STU_524323,Female,19,49.44956554131298,7,0,Unpaid,Yes,BBA,81.4,No,0,None,1
STU_367085,Male,19,51.081543857322345,7,0,Unpaid,Yes,Finance,43.6,Yes,227,None,1
STU_908403,Male,21,71.03842277122892,7,0,Scholarship,Yes,CA,64.1,Yes,450,Both,0
STU_747244,Male,24,69.67266404791877,5,0,Paid,Yes,B.Com,64.7,Yes,465,None,0
STU_989405,Male,19,82.72785370359641,5,0,Unpaid,Yes,BBA,63.5,Yes,361,Group 1,0
STU_851107,Female,24,98.5398910972016,3,2,Paid,Yes,CA,63.0,Yes,354,None,0
STU_767576,Male,17,52.86185797341484,9,1,Unpaid,Yes,BBA,74.6,No,0,Group 1,1
STU_145552,Male,21,63.09402956468107,6,0,Unpaid,Yes,BBA,44.0,Yes,400,None,1
STU_627421,Male,18,61.76939334075396,9,2,Unpaid,Yes,Finance,50.2,Yes,474,Group 1,1
STU_493382,Female,17,84.93008510980313,5,0,Unpaid,No,BBA,74.6,Yes,425,Both,0
STU_775924,Male,19,81.87883139437345,2,0,Unpaid,Yes,BBA,63.9,Yes,376,Group 1,0
STU_434063,Female,18,80.16625693206592,3,1,Unpaid,Yes,B.Com,70.6,Yes,155,None,0
STU_908453,Female,24,49.38008414238621,9,0,Paid,Yes,CA,74.9,No,0,Group 1,1
STU_421185,Female,21,75.87701494182471,2,1,Unpaid,Yes,Finance,74.9,No,0,Both,0
STU_933151,Female,22,57.75128371906266,4,0,Unpaid,No,B.Com,58.4,No,0,Both,1
STU_233499,Female,20,78.20091909155346,3,0,Paid,Yes,B.Com,66.3,Yes,137,None,0
STU_357417,Female,17,60.88344829218063,7,1,Unpaid,No,Finance,67.4,Yes,314,Group 1,1
STU_796666,Male,22,88.10048950636066,2,1,Unpaid,Yes,B.Com,61.4,Yes,131,None,0
STU_979447,Female,21,94.44048860099795,7,1,Unpaid,Yes,CA,67.7,Yes,281,None,0
STU_264423,Female,23,78.782528513051,1,0,Scholarship,Yes,B.Com,64.2,No,0,None,0
STU_383679,Female,20,92.40497168112555,6,0,Paid,Yes,B.Com,59.9,No,0,Group 1,0
STU_441891,Male,19,77.50284245889254,5,0,Paid,Yes,CA,99.2,No,0,Both,0
STU_995254,Female,21,87.02967043547902,8,1,Paid,Yes,CA,62.4,Yes,302,Group 1,0
STU_349256,Male,24,64.99625415089129,6,0,Unpaid,Yes,B.Com,71.0,Yes,196,Group 1,1
STU_773619,Female,20,69.843835445383,2,2,Unpaid,No,Finance,63.2,No,0,None,0
STU_289409,Female,23,84.62075823045124,2,0,Unpaid,Yes,CA,61.2,No,0,Both,0
STU_299053,Female,17,95.81801506158048,2,0,Paid,Yes,B.Com,68.2,Yes,112,None,0
STU_808446,Female,18,68.55830267493516,1,0,Paid,No,BBA,61.3,Yes,114,None,0
STU_657404,Male,20,54.07775892713744,2,1,Unpaid,Yes,BBA,52.3,No,0,None,1
STU_977819,Male,24,61.81080288976665,2,0,Paid,Yes,B.Com,68.4,Yes,365,Group 1,1
STU_499289,Male,19,91.92616965075018,3,2,Paid,Yes,CA,74.2,No,0,Group 1,0
STU_909314,Male,18,82.49754417319532,7,0,Unpaid,Yes,CA,80.3,Yes,416,Both,0
STU_511497,Female,17,55.76271703804599,9,0,Paid,Yes,Finance,71.4,No,0,None,1
STU_949356,Male,17,68.45608985594544,7,0,Paid,Yes,B.Com,56.6,No,0,Group 1,0
STU_732181,Female,22,74.25370926273015,4,1,Unpaid,Yes,BBA,72.8,Yes,376,Group 1,0
STU_663823,Male,20,71.39152665357659,1,1,Paid,Yes,B.Com,65.0,No,0,Group 1,0
STU_826697,Male,21,88.47950012130768,8,1,Unpaid,No,CA,72.9,Yes,387,Both,0
STU_445706,Male,24,100.0,1,0,Paid,Yes,BBA,83.1,Yes,367,None,0
STU_963941,Female,24,85.65377292998448,2,0,Scholarship,Yes,BBA,69.3,No,0,Both,0
STU_862492,Female,24,93.04413318497349,5,1,Paid,No,CA,70.1,No,0,Group 1,0
STU_351209,Female,23,78.1828041155201,1,0,Scholarship,Yes,Finance,64.4,No,0,Both,0
STU_270045,Male,21,53.89464226967631,6,0,Scholarship,Yes,Finance,65.5,No,0,None,1
STU_464748,Female,20,55.669636430584305,6,0,Unpaid,Yes,Finance,67.6,Yes,238,Group 1,1
STU_326352,Male,21,72.5381815406508,2,0,Paid,No,CA,65.4,Yes,404,Group 1,0
STU_957437,Female,21,49.57882854969405,6,0,Paid,Yes,BBA,78.9,Yes,267,None,1
STU_304523,Female,18,69.72004610629938,4,0,Paid,Yes,B.Com,58.6,No,0,Group 1,0
STU_445431,Female,22,73.97843959751216,7,0,Paid,Yes,BBA,35.0,No,0,None,1
STU_849067,Male,24,58.62890536363501,6,0,Unpaid,Yes,CA,57.0,Yes,121,None,1
STU_748964,Male,17,49.85829258814984,2,1,Paid,Yes,BBA,73.6,Yes,268,Group 1,1
STU_582780,Female,24,87.74522597446887,2,1,Paid,Yes,B.Com,71.2,Yes,145,Both,0
STU_552618,Male,21,82.15768029427346,3,0,Paid,No,BBA,84.4,Yes,333,None,0
STU_630509,Female,18,73.39701205920248,5,0,Paid,No,B.Com,64.8,Yes,340,None,0
STU_878622,Male,23,93.67617956571306,7,0,Paid,No,B.Com,56.1,Yes,449,Group 1,0
STU_841568,Female,24,83.46863810418252,6,1,Paid,Yes,Finance,58.0,Yes,286,None,0
